feeding start,feeding finish,sleeping start,sleeping finish,torso monitor detached,torso monitor reattached,ankle monitor detached,ankle monitor reattached,mother monitor detached,mother monitor reattached
2009-03-25 01:51:00,2009-03-25 01:58:00,2009-03-25 00:00:00,2009-03-25 01:45:00,2009-03-26 06:00:00,2009-03-26 09:00:00,,,,
2009-03-25 02:20:00,2009-03-25 02:30:00,2009-03-25 02:50:00,2009-03-25 06:40:00,,,,,,
2009-03-25 06:40:00,2009-03-25 06:50:00,2009-03-25 06:40:00,2009-03-25 08:00:00,,,,,,
2009-03-25 10:15:00,2009-03-25 10:30:00,2009-03-25 10:30:00,2009-03-25 11:15:00,,,,,,
2009-03-25 15:20:00,2009-03-25 15:30:00,2009-03-25 13:50:00,2009-03-25 15:25:00,,,,,,
2009-03-25 17:45:00,2009-03-25 18:00:00,2009-03-25 19:30:00,2009-03-25 20:35:00,,,,,,
2009-03-25 19:15:00,2009-03-25 19:17:00,2009-03-25 20:35:00,2009-03-26 01:15:00,,,,,,
2009-03-25 20:15:00,2009-03-25 20:25:00,2009-03-26 01:15:00,2009-03-26 03:25:00,,,,,,
2009-03-26 01:15:00,2009-03-26 01:24:00,2009-03-26 03:25:00,2009-03-26 06:30:00,,,,,,
2009-03-26 03:30:00,2009-03-26 03:35:00,2009-03-26 10:00:00,2009-03-26 10:50:00,,,,,,
2009-03-26 06:30:00,2009-03-26 06:40:00,2009-03-26 14:15:00,2009-03-26 15:10:00,,,,,,
2009-03-26 08:00:00,2009-03-26 08:05:00,2009-03-26 16:40:00,2009-03-26 18:15:00,,,,,,
2009-03-26 10:00:00,2009-03-26 10:15:00,2009-03-26 22:00:00,2009-03-27 02:25:00,,,,,,
2009-03-26 12:05:00,2009-03-26 12:15:00,,,,,,,,
2009-03-26 15:20:00,2009-03-26 15:35:00,,,,,,,,
2009-03-26 20:15:00,2009-03-26 20:30:00,,,,,,,,
